ID,City,District,ScenicSpotName,NewCategory,Address,Description,OpenTime,Phone,TravelInfo,WebsiteUrl,Class1,Class2,Class3,Keyword,ParkingInfo,Position,Level,Picture,MapUrl,DescriptionDetail,室內室外分類
29,臺北市,中山區,樹火紀念紙博物館,🎨 藝文展館類,臺北市中山區長安東路二段70號,,,886-2-25075535,,http://www.suhopaper.org.tw/,展覽場館類,自然風景類,,,,"{'PositionLon': 121.53365325927734, 'PositionLat': 25.048219680786133, 'GeoHash': 'wsqqmxfh7'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/89395', 'PictureDescription1': '樹火紀念紙博物館'}",,自從東漢蔡倫使用樹皮、麻頭、破布造紙，隨著技術演變，慢慢改良成各式各樣精緻的紙。長春棉紙廠創辦人陳樹火先生經數10年來的紮根經營，有感於「紙孕育於中國文化卻未能在現代發揚的遺憾」，遂發願創設紙博物館。經5年籌備，樹火紀念紙博物館於1995年10月正式對外開放。1樓分成賣店和手工造紙示範工廠，販售各種當代設計相關商品，並不定期推出主題商品，示範工廠則模擬手工紙製造過程讓參觀民眾了解。2樓目前是展場，接受各界提出展覽申請。3樓是紙的科學實驗區，透過互動及五官感覺讓親子認識紙。4樓是造紙體驗區，每個人都可以親自動手製做一張紙帶回家，這邊也有再生紙及環保教育推廣， 鼓勵珍惜地球資源。,室內
30,臺北市,中山區,歪腰郵筒,🏯 歷史人文類,臺北市中山區龍江路104號,,,886-2-25016754,,,其他,,,,,"{'PositionLon': 121.5403823852539, 'PositionLat': 25.052749633789062, 'GeoHash': 'wsqqt8xnb'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/181562', 'PictureDescription1': '歪腰郵筒'}",,2015年蘇迪勒颱風席捲全台，位於中山區龍江路上的紅綠郵筒受到強風及招牌掉落影響，郵筒腰桿朝同側彎曲變形，像極了人「歪腰」的模樣，吸引不少路人與其合影，被趣稱歪腰郵筒，並在網路上流傳爆紅，成了民眾前往拍照的另類的打卡地標。歪腰郵筒除了具有觀光價值及歷史意義外，經中華郵政評估及整修後還是保有原有的投遞郵件功能。,室外
31,臺北市,中山區,濱江果菜市場,🛍️ 商圈市集類,臺北市中山區民族東路336號,,週一:	休息週二:	03:00 – 13:00週三:	03:00 – 13:00週四:	03:00 – 13:00週五:	03:00 – 13:00週六:	03:00 – 13:00週日:	03:00 – 13:00,886-2-25162519,,http://www.tapmc.com.taipei/Pages/Index,小吃/特產類,,,,,"{'PositionLon': 121.53717803955078, 'PositionLat': 25.06740951538086, 'GeoHash': 'wsqqteksj'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/282287', 'PictureDescription1': '濱江果菜市場'}",,濱江果菜市場(第二果菜批發市場)於1985年9月成立，並建立了全國最健全、最先進的果菜拍賣制度，提供生產者、供應商、承銷商與消費者最優質專業的服務。有別於傳統市場，濱江果菜市場除了販售許多嚴選食材，如頂級牛肉、健康豬肉、黃金雞鴨，更以上等海鮮著名，許多菜販會來此批貨，蔬菜新鮮度無庸置疑。此外，因為鄰近臺北松山機場，市場5樓停車場也是欣賞飛機起降的好地方，是飛機迷不可錯過的地點之一。,室外
32,臺北市,中山區,王大閎建築劇場,🏯 歷史人文類,臺北市中山區中山北路三段181號B2,,每周二至周日9:30至17:30，民眾可自由免費參觀。,886-2-25957656,,https://www.tfam.museum/Common/editor.aspx?id=235&ddlLang=zh-tw,文化類,,,,,"{'PositionLon': 121.52484893798828, 'PositionLat': 25.072589874267578, 'GeoHash': 'wsqqtk7dq'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/112768', 'PictureDescription1': '王大閎建築劇場'}",,王大閎建築劇場曾經位於建國南路巷弄內的王大閎建築師自宅，如今已拆毀。2017年由「王大閎建築研究與保存學會」摹擬重建於臺北市立美術館南側美術公園，並捐贈予臺北市政府進行研究與推廣教育。2018年臺北市立美術館以「王大閎建築劇場」的型態啟動營運，期待能作為觀眾認識王大閎及其自宅的關鍵基地，並成為推動臺灣建築史與引介建築美學的展演實驗平台。由北美館啟動的「王大閎建築劇場」，同時放進了「建築」與「劇場」兩個元素，可以解讀為「建築（本身作為一種上演生活的）劇場」，也可以將「建築」當作動詞，解讀成「建築（一個）劇場」。此處的「劇場」有別於一般有舞台、座位、演員、觀眾等對劇場實體空間的認識，概念上更接近於去建構一個不同於現實世界的空間，讓觀眾走進去親身經歷，並建構其獨特的觀賞經驗。王大閎書軒 DH Café位於「王大閎建築劇場」旁的複合式藝文空間，特選建築藝術讀物、咖啡輕食，並結合微型展覽、主題式沙龍講座，希望再現建築師書房的典雅與專業，宅邸廳堂中人文薈萃、思維流動的豐富景色。文字來源：臺北市立美術館網站 觀看更多名人故居故事	錢穆故居	孫運璿重慶南路寓所	草山行館	林語堂故居	原臺灣軍司令官官邸(孫立人將軍官邸)	摩耶精舍（張大千園邸）,室內
33,臺北市,中山區,玫瑰古蹟_蔡瑞月舞蹈研究社,🏯 歷史人文類,臺北市中山區中山北路二段48巷10號,,10:00~17:00(每週一休館),886-2-25605724、886-2-25237547,,https://www.dance.org.tw/,古蹟類,文化類,,,,"{'PositionLon': 121.52198791503906, 'PositionLat': 25.0557804107666, 'GeoHash': 'wsqqt3387'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/374043', 'PictureDescription1': '玫瑰古蹟_蔡瑞月舞蹈研究社'}",,蔡瑞月老師可說是臺灣現代舞蹈的先驅，推廣現代舞蹈不餘遺力。1921年出生於臺南市，在16歲時，就遠赴日本，跟隨著當時有著現代舞蹈之父的石井漠先生學習，打下了舞蹈的基礎，學成歸國後，將自己的全副心力投入舞蹈，將現代舞的觀念帶入臺灣。在這塊土地上，蔡老師留下500多支現代舞的創作，像是「印度之歌」、「咱愛咱臺灣」等，並且結合了多元的舞蹈，包含芭蕾舞、民族舞、臺灣的民俗舞蹈等，融入其中，被稱為臺灣現代舞蹈之母。蔡瑞月舞蹈研究社是具有歷史性的建築，是日據時期的文官宿舍，當時在臺北市區建有各種不同等級的宿舍，大都為木造日式住宅類型。於1920年建造了數十棟雙併式的木造宿舍，位於中山北路上，而蔡瑞月舞蹈研究社就是當時所建，由格局來看，是日本判任官的宿舍，1953年成為臺灣現代舞之母蔡瑞月的家、編舞及創作練舞教室，後來演變成舞蹈的教室。雖然曾經火焚，但是1999年經古蹟學者專家一致認定為此地為臺灣現代舞紮根之地，故共同堅決重建，才免於建商覬覦，而延續了古蹟的生命。,室外
34,臺北市,中山區,福利社 FreeS Art Space,🏯 歷史人文類,臺北市中山區新生北路三段82號,,,886-2-25857600,,,文化類,,,,,"{'PositionLon': 121.52742767333984, 'PositionLat': 25.067209243774414, 'GeoHash': 'wsqqt7me4'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/102550', 'PictureDescription1': '福利社 FreeS Art Space'}",,社團法人台灣視覺藝術協會（視盟）與悍圖社（1998）這幾年就如一群騎在馬背上的遊牧民族，沒有根據地、不受拘束，憑藉著對藝術的野心，除了在國內外美術館、畫廊及藝術空間四處征戰，也致力於開發、整合並監督視覺藝術環境現有的資源，而現在正面臨改變的時刻了，是時候讓遊牧民族定居下來了。我們共同做了一項前瞻性的決定─「擁有自己的家」，繼續為藝術環境努力。而「擁有自己的家」只是一個開始，需要大家協助成長，為視覺藝術環境持續努力，在未來寫下更加高遠的歷史新頁。空間由悍圖社與視盟共同命名為「FreeS福利社」。可以多元解讀為「自由共享的靈魂、空間與工作室...等」。悍圖社與視盟將秉持為藝術公民服務與回饋藝術環境的初衷，於展覽空間的使用上，除了悍圖社與視盟自行規劃外，將開放大部分的檔期供藝術家與策展人申請。期望能透過此空間，呈現更多嶄新的藝術與展覽想法，也期望經由展覽空間的介面，能夠促進台灣新一代藝術家對於藝術的深度探討、藝術視野的開啟與創作風氣，從而擴展藝術對話交流。(資料來源:福利社 FreeS Art Space),室內
35,臺北市,中山區,秋刀魚藝術中心,🎨 藝文展館類,臺北市中山區基湖路137號大直金碧大廈1樓,,"週二至週六 13:00~19:00 , 週一休館，週日採預約制",886-2-25323800,,http://www.fishart.com.tw,藝術類,,,,,"{'PositionLon': 121.56414794921875, 'PositionLat': 25.078350067138672, 'GeoHash': 'wsqqwm27c'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/103002', 'PictureDescription1': '秋刀魚藝術中心'}",,秋刀魚藝術中心，位於台北大內藝術特區，是大直重劃區裡的第一家畫廊。每年策劃8-10檔優質展覽，並以專業策展型態參與國際重要藝博會，積極將旗下經營和認同的藝術家，推展到國際平台，讓作品有更多交流機會，以完整建造藝術家的歷史。在當代藝術的推廣與實踐上深受肯定，更於2013、2014、2016年榮獲英國線上媒體『Culture Trip』選為台北十大最佳當代畫廊。目前經紀代理多位台灣與中國當代藝術家，作品廣為美術館和藏家收藏。除了參展亞太博覽會外，畫廊於2016年首次進軍倫敦全球藝術博覽會，受到外媒關注，也吸引了倫敦策展人青睞，受邀參加薩奇畫廊舉辦的START藝術博覽會。在時代的洪流中，我們始終堅守誠信與專業，與藏家、藝術家建立真正信任、共生共榮的關係。未來，秋刀魚藝術中心將持續深耕當代藝術，以前瞻眼光培植極具潛質的創作者；以宏觀視野接軌國際市場。(資料來源:秋刀魚藝術中心),室內
36,臺北市,中山區,經國七海文化園區,🎨 藝文展館類,臺北市中山區北安路271號,,,886-2-25326077,,https://ccklibrary.org.tw/,文化類,遊憩類,,,,"{'PositionLon': 121.53690338134766, 'PositionLat': 25.0787296295166, 'GeoHash': 'wsqqttkqp'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/361621', 'PictureDescription1': '經國七海文化園區'}",,「經國七海文化園區」總面積3.98公頃，建築基地約兩千坪，園區周邊保留大面積植栽綠地、公共藝術與親水步道，建築設計與自然環境相調和，以符合鑽石級綠建築為目標。園區以七海寓所古蹟及蔣經國總統圖書館為核心，附設遊客中心，結合七海潭與劍潭山的美景，以及環湖步道，構成整體文化園區。我們以緬懷經國先生，活化古蹟，延續歷史生命力為原則來規劃營運此重要故居，希望成為臺北市文化深度旅遊之新景點，以及具有豐富歷史意涵的人文新地標。七海寓所七海寓所為經國先生夫婦的生活空間，内部陳設簡單，體現經國先生樸實無華與親和平易的風範。七海寓所另設有遊客停等區，此空間展示寓所大事記、文物、寓所環景導覽、寓所建築與生態介紹等。陳列廳第一陳列廳以「臺灣現代化的推手」為主題，介紹經國先生生平事蹟及家庭生活，呈現經國先生的人格特質、重要政績與人生歷練。第二陳列廳以「歲月沉思錄」為主題，帶領遊客回到經國先生的年代，透過經國先生的日記、侍從及僚屬眼中的經國先生、經國先生的書畫作品等，讓遊客認識不同面向的經國先生。,室外
37,臺北市,中山區,美堤河濱公園,🌳 都會休閒類,臺北市中山區樂群一路基隆河基16號水門美堤河濱公園,,,886-2-27258149,,https://heo.gov.taipei/News_Content.aspx?n=E65DBD99C91AEAC4&sms=3A0FD6D3764BFBA7&s=DE6220D07C54A5FA,都會公園類,,,,,"{'PositionLon': 121.56086730957031, 'PositionLat': 25.075380325317383, 'GeoHash': 'wsqqwhvft'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/180567', 'PictureDescription1': '美堤河濱公園'}",,位於基隆河大直橋至中山高速公路間，面積約42.3公頃。公園是基隆河截彎取直、闢建之後規劃的。公園裡提供完備的運動設施：網球場、羽球場、排球場、籃球場、直排輪練習場…等，提供給附近居民運動休閒的功能。在這裡，白天可以遠眺大直橋及圓山飯店，不時還可以感受飛機的震撼，晚上大直橋及河岸的燈火雅緻迷人，漫步其間頗富情趣，是大直地區欣賞臺北市夜景和夜遊的最好去處。公園還規劃出一片「自然親水灣區」，除可增加物種的多樣性，亦可透過植物的吸附達到淨化水質的功能。提供市民一處可以生態教育，亦可以欣賞自然景觀之桃花源，有別於其他河濱公園的設備。(資料來源：臺北市政府工務局),室外
38,臺北市,中山區,美堤碼頭,🌳 都會休閒類,臺北市中山區美堤碼頭,,全天開放,886-2-27258149,,,遊憩類,,,,,"{'PositionLon': 121.55654907226562, 'PositionLat': 25.07539939880371, 'GeoHash': 'wsqqwhffb'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/64581', 'PictureDescription1': '美堤碼頭'}",,位於基隆河16號水門外、美堤疏散門前方的美堤碼頭，是藍色公路水運網絡的港口之一，格局與大佳碼頭相似，目前主要是讓藍色公路航線營業用交通船停靠。美堤碼頭延伸了藍色公路航線至內湖地區，讓基隆河從點而線成為一條與美麗華商圈相結合的水上旅遊帶，附近有故宮、忠烈祠、摩天輪等景點，也有內湖科學園區週邊各大購物中心、量販店等商場等逛街好去處。另外，碼頭所在的美堤河濱公園視野遼闊，除可遠觀北市地標101大樓與松山機場的飛機起降以外，也是市民親近河岸、休閒散步或騎自行車運動的良好去處。,室外
39,臺北市,中山區,美麗華百樂園,🌳 都會休閒類,臺北市中山區敬業三路20號3 樓,,百貨/超市：週一至週日 11:00 ~ 22:00餐廳：週一至週日 11:00 ~ 22:00(依各餐廳公告為準)摩天輪：週一至週日 13:00 ~ 22:00 (售票結束時間21:50),886-2-21753456,,https://www.miramar.com.tw,遊憩類,,,,,"{'PositionLon': 121.55715942382812, 'PositionLat': 25.083309173583984, 'GeoHash': 'wsqqwn70z'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/182754', 'PictureDescription1': '美麗華百樂園'}",,位於臺北市在基隆河截彎取直的大彎段新生地上，近臨內湖科技園區、明水路、故宮博物院、基隆河，周圍環境豐富，有好山好水。購物中心分本館與漾館，為一座國際級娛樂休閒購物設施，各樓層規劃特色專櫃、餐廳。全臺首創的百米摩天輪，是情侶約會的好所在，坐上五光十色的摩天輪，有如日本偶像劇的浪漫場景，只有這裡才有。在白天坐上摩天輪也別有情趣，看著松山機場起起落落的飛機，新奇且新鮮。一旁的木馬遊樂設施，是小朋友的最愛，假日常有爸媽帶小孩前來遊玩。大直影城擁有大型銀幕，高度環繞音效，創造身歷其境的臨場感，是特別的視覺享受！,室外
40,臺北市,中山區,臨濟護國禪寺,🏯 歷史人文類,臺北市中山區玉門街9號,,開放參拜時間07:30am～16:00pm寺務處洽詢時間08:30am～11:30am　13:00pm～17:00pm,886-2-25948308,,https://www.linchitemple.com/,廟宇類,,,,,"{'PositionLon': 121.52085876464844, 'PositionLat': 25.072490692138672, 'GeoHash': 'wsqqtk2cc'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/175631', 'PictureDescription1': '臨濟護國禪寺'}",,臨濟護國禪寺是於日據時期，臨濟宗鎮南山護國寺之延伸，其山門、大雄寶殿皆為日本江戶時代佛寺之典型建築。臨濟護國禪寺創建於一九００年，於一九一一年落成，為日據初年日本僧人得庵玄秀禪師所建，當時他受第四任臺灣總督兒玉源太郎之邀來臺弘法佈教，臨濟宗為有別於曹洞宗的一支佛教宗派。護國禪寺依山傍水，附近基隆河蜿蜒流過，寺面積頗廣，格局宏整，原來包括山門、法堂、大雄寶殿及附屬方丈堂。至今大雄寶殿仍保存完好，全為木結構之歇山重簷式。山門建築屬於日本江戶時期風格。另外，寺前大砥石及寺後開山始祖墓、石雕佛像等亦具歷史文物價值。因為臨濟護國禪寺具有歷史、文化、藝術等價值，於1998依照文化資產保存法，將其訂定為直轄市定古蹟。(資料來源：臺北市政府文化局),室內
41,臺北市,中山區,臺北典藏植物園_天使館,🌳 都會休閒類,臺北市中山區濱江街16號,,09:00-17:00 每週二至週日，週一休館 (如遇國定假日或特殊假日將順延休館),886-2-23919677,,http://www.future.url.tw,都會公園類,,,,,"{'PositionLon': 121.5316162109375, 'PositionLat': 25.071369171142578, 'GeoHash': 'wsqqts0e7'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/183802', 'PictureDescription1': '臺北典藏植物園_天使館'}",,新生園區臺北典藏植物園為國內少見結合了鑽石級綠建築及國內頂尖園藝專家的智慧，以人類、植物與環境為主軸，將臺灣各地的植物依不同的氣候與地域，描繪出臺灣生態環境縮影，打造出全臺僅有一座單位面積展示種類最多的展覽型植物溫室。臺北典藏植物園的展區包含最具在地特色的臺灣原生植物區、擁有熱帶島嶼風情的熱帶/亞熱帶植物區、百花爭妍的蘭花與蕨類展示區、造型奇特多樣的多肉植物區、視覺與嗅覺雙享受的溫帶植物區、及代表堅忍不拔的高山植物區等展示區；此外，在溫帶植物區內還有秋海棠品種展示，由中研院彭鏡毅教授提供其花20多年囊搜全球百餘個品種，特別介紹這個葉形奇特，花紋美麗多彩的秋海棠。全館展出千餘種的植栽，個個爭奇鬥艷，展現出獨特的美麗姿態。(資料來源：臺北典藏植物園),室外
42,臺北市,中山區,臺北市立美術館,🎨 藝文展館類,臺北市中山區中山北路三段181號,,週一 休館週二至週日 9:30-17:30週六 9:30-20:30週六17:00後免票參觀,886-2-25957656,,https://www.tfam.museum/index.aspx?ddlLang=zh-tw,展覽場館類,,,,,"{'PositionLon': 121.52436828613281, 'PositionLat': 25.07196044921875, 'GeoHash': 'wsqqtk5qg'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/175616', 'PictureDescription1': '臺北市立美術館'}",,1983年開館，是臺灣首座現代美術館，空間與展品的規劃新潮活潑，結合民眾生活與美術賞析。館內空間包含地下1層及地面3層，地下樓主要提供年輕藝術家及團體展、競賽展，附設圖書及餐飲等服務。1樓除了入口大廳，展覽室6公尺高的大型牆面及3層樓挑高的寬敞空間，主要用於國內外重要大型展覽；2樓常設展區依照美術史架構或主題，展出各項館藏。3樓明亮的採光與雙十字型交錯空間則以主題展覽為主。建築物由高而潘建築師所設計。除了展覽，館方不定期舉辦研討及假日親子活動，製造美術館與民眾互動的機會，更拉近藝術與生活的距離。現更推出週六夜間開館，為營造夜間時段濃厚的藝術氣氛，美術館也特別增加館體及戶外雕塑照明，廣場上的大型青銅雕塑「朱銘－太極拱門」和紅色不鏽鋼「李再鈐－紅不讓」都成為中山北路夜間的美麗視覺焦點。,室內
43,臺北市,中山區,臺北戲棚 TaipeiEYE,🎨 藝文展館類,臺北市中山區中山北路二段113-2號,,,886-2-25682677,,http://www.taipeieye.com/,其他,,,,,"{'PositionLon': 121.5232162475586, 'PositionLat': 25.06072998046875, 'GeoHash': 'wsqqt64t2'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/455663', 'PictureDescription1': '臺北戲棚 TaipeiEYE'}",,【臺北戲棚】（TaipeiEYE）─文化觀光傳統表演藝術劇場一個令您大開眼界之文化櫥窗、在臺灣永續經營正規的中華傳統表演藝術。廣納京劇、布袋戲、民俗技藝、原住民歌舞等中華傳統藝術，由台北新劇團等國內優秀表演團隊，輪流擔綱演出。除了劇場表演，還有化妝、服飾、音樂等「台前幕後」環節展示；讓觀眾不僅看show，更體驗傳統文化氛圍。每逢重要節日（元宵、端午、中秋）並特增民俗藝術互動與展示。演出時有中英日韓四國語言字幕翻譯，亦有熟稔各國語言的前台人員貼心服務。多年來，已成為臺灣旅遊熱點，是臺北市文化形象的最佳代言。,室外
44,臺北市,中山區,臺北魚市,🛍️ 商圈市集類,臺北市中山區民族東路410巷2弄20號,,【台北魚市 營業時間】周一上午10：00~下午06：00周二至周日  上午07：00~晚上08：00,886-800-021-521,,https://e-mart.tpfish.com.tw/,小吃/特產類,,,,,"{'PositionLon': 121.53672790527344, 'PositionLat': 25.066669464111328, 'GeoHash': 'wsqqtehrg'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/492038', 'PictureDescription1': '臺北魚市'}",,臺北魚市位於臺北濱江果菜市場後方，店內展售多項通過國際認證及國內產銷履歷之水產品，除了有實體門市，也有官方網路購物平台。賣場明亮潔淨，佈滿來自全國各地最新鮮的冷凍魚貨。除配合中央及市政府衛生局不定期抽驗作業外，每月亦針對展售之各項水產品加強提送SGS公證單位檢驗，讓民眾買的安心，吃的放心！每逢週六、日上午時段(上午7點開始至完售)，定期於臺北魚市門市外舉辦「假日魚市」活動，在中庭提供來自萬大批發市場的新鮮現撈魚貨，有深受民眾喜愛的臺灣鯛、虱目魚、午仔、金目鱸，或是蝦子、螃蟹、文蛤等琳瑯滿目。現場也提供殺魚處理及包裝的服務，推薦給偏愛「現流」漁貨的消費者。(資料來源：臺北魚市 官方網站),室外
45,臺北市,中山區,舞蝶共融遊戲場,🌳 都會休閒類,臺北市中山區中山北路三段181號,,,886-2-25850192,,https://play4u.gov.taipei/News_Content.aspx?n=4773608F226124D4&sms=7B56BA5392EB632C&s=D8DDB67A9F2724C3,遊憩類,,,,,"{'PositionLon': 121.52401733398438, 'PositionLat': 25.068710327148438, 'GeoHash': 'wsqqt7e5f'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/182290', 'PictureDescription1': '舞蝶共融遊戲場'}",,花博美術園區為臺北市首座「大型共融兒童遊戲場」，以「與蝶共舞」為主題，設計蝴蝶及毛蟲造型為設施亮點，遊戲場內分為7區，含沙坑區、滑梯區、攀爬網區、蟲蟲遊戲牆區、音樂遊戲區、休憩區、鞦韆區及扭扭區等，並且設置全國首座供輪椅使用者使用之鞦韆、會發出美妙音樂的音樂球、歡樂鼓及叮噹管、方便肢障兒童使用的滾輪滑梯及小小公民參與設計的互動機能之遊戲牆等(資料來源：臺北市政府工務局公園路燈工程管理處),室外
46,臺北市,中山區,花博公園,🌳 都會休閒類,臺北市中山區玉門街1號,,全天開放,886-2-21828886,,https://www.expopark.taipei/Default.aspx,都會公園類,,都會公園類,,,"{'PositionLon': 121.52123260498047, 'PositionLat': 25.069860458374023, 'GeoHash': 'wsqqt7c49'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/325754', 'PictureDescription1': '花博公園'}",,花博公園為2010臺北國際花卉博覽會會場，目前轉型為都市公園。園區包含圓山園區、美術園區與新生園區，規劃作為一般的公園使用，並利用原花博展覽館，提供各項活動場地使用。博覽會後保留了立體植栽花牆、造型花牆、七道彩虹、特展區、地景花海、精緻花卉及果樹園區等展示區域，也規劃種植多年生觀花觀葉植物、草皮為主，以期保留部分花博意象與豐富度，留予民眾開闊且綠意盎然的視覺空間，同時還可提升休憩環境品質，更因鄰近捷運圓山站享地利之便，適合作為活動展覽用地。,室外
47,臺北市,中山區,花博公園_花之隧道,🌳 都會休閒類,臺北市中山區中山北路三段181號B2,,,886-2-21828886,,,都會公園類,遊憩類,,,,"{'PositionLon': 121.52484893798828, 'PositionLat': 25.072589874267578, 'GeoHash': 'wsqqtk7dq'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/181495', 'PictureDescription1': '花博公園_花之隧道'}",,※目前正在整修中。花之隧道位於花博公園內，分為「光影森活」、「綠築小徑」兩個部分，自行車及行人皆可通過，樹狀架構的花之隧道除了獨特的造型外，還有藤蔓植披包裹著四周，陽光灑落穿透花之隧道的景象十分美麗，吸引不少遊客到此拍照，沿著隧道往後走可到達太陽能板發電的太陽橋及迷宮花園等景點。,室外
48,臺北市,中山區,行天宮,🏯 歷史人文類,臺北市中山區民權東路二段109號,,平日參拜時間：凌晨04:00～晚上22:00收驚時間：平時是中午11:20 ～ 晚上20:00祭星日是中午12:20 ～晚上20:00,886-2-25027924,,http://www.ht.org.tw/,廟宇類,,,,,"{'PositionLon': 121.53389739990234, 'PositionLat': 25.063079833984375, 'GeoHash': 'wsqqtdd71'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/292765', 'PictureDescription1': '行天宮'}",,行天宮位於中山區民權東路和松江路口，是北臺灣參訪香客最多的廟宇，一天進出人數可達萬人之多。行天宮恭奉南天文衡聖帝關恩主羽為主神、配祀南宮孚佑帝君呂恩主洞賓、九天司命真君張恩主單、先天豁落靈官王恩主善、精忠武穆王岳恩主飛、關聖太子平、周恩師倉，及儒釋道三教聖神仙佛。自落成以來，之所以會成為大臺北地區，甚至是整個北臺灣參訪人數最多的廟宇，除了信仰普遍受到民眾接受外，還有一些特色包括：不設功德箱、不供拜牲禮、不焚化金紙、不收受金牌、不演戲酬神、不設乩扶鸞、不對外募捐及禁止商業行為。廟宇地點位於市中心，且有寬敞的廟埕，並率先成立宗教性的財團法人機構，確立其社會公益的屬性。行天宮除了包含臺北本宮與三峽、北投兩間分宮在內的宗教事業，以及成立於1995年的「財團法人行天宮文教發展促進基金會」之外，還設有兩座附設圖書館(分別位於臺北市中心與北投)以及位於三峽的恩主公醫院，其公益性可見一般，使得宗教不只撫平民眾內心，也實質的助益了民眾的日常生活。,室內
49,臺北市,中山區,袖珍博物館,🎨 藝文展館類,臺北市中山區建國北路一段96號,,週二～週日 10：00～18：00   (售票至17：00止)週一休館大年初一起正常開館 (除夕及小年夜休館)特殊開、休館日以最新公告為準,886-2-25150583,,http://www.mmot.com.tw/,展覽場館類,,,,,"{'PositionLon': 121.53614044189453, 'PositionLat': 25.050350189208984, 'GeoHash': 'wsqqt87bv'}",非古蹟,"{'PictureUrl1': 'https://www.travel.taipei/image/192688', 'PictureDescription1': '袖珍博物館'}",,成立於1997年3月28日的袖珍博物館是亞洲第一座專門收藏當代袖珍藝術品的主題博物館。袖珍博物館尋訪世界各地網羅一流袖珍藝術大師作品，擁有排名世界級的收藏規模，包羅萬象的袖珍精品經過組合佈置後，主題作品目前展出約兩百餘件，主要有呈現整座建築內外佈置的娃娃屋（Dollhouse）、各種房間精緻寫照的夢幻屋盒（Roombox），趣味創意的主題作品等。從兩千年前羅馬遺跡一窺當時羅馬帝國的壯闊景緻到90年代美國百萬公寓裡感受紳士名媛的舒適享受；義大利水都威尼斯的浪漫風情；極盡豪華的英國女王白金漢宮、倫敦東郊的貧民窟；童話世界中的白雪公主，漫步袖珍博物館如同進入異國風情的時光隧道。源自十六世紀德國宮廷貴族的袖珍藝術，已傳遍了歐洲及北美。這些小巧的藝術品大至建築體，小到書桌上的鑰匙，都嚴格遵守一定的縮小比例製作，以實物的12比1為世界主流。最珍貴的是袖珍藝術品取材都仿自真實，除有生命的人及動物外，1公分高的酒瓶裝著真實的白蘭地、郵票大小的油畫是油彩真跡、櫥櫃、座椅、床單、瓷器、玻璃、金屬、壁紙、水晶燈......等等。當然還有兒童的最愛動畫迷你電視，無一不是實物的翻版縮製。想利用週休二日來完成環遊世界的夢想嗎？袖珍博物館絕對能滿足您的夢想。欣賞過袖珍藝術的人，共同的感覺是：『真希望縮小住進裡面！』這就是具體的夢境，美麗、神秘、而又小得令人珍愛與難捨。袖珍博物館開創之初主要鎖定歐美作品，因為東方還找不到博物館水準的同類作品。本館又鎖定現代作品，因為現代作品美輪美奐，各方面交待清楚，遠非古典作品之比，更具可看性與學習價值。袖珍博物館館藏，全為私人收藏，除部分是來自於美加收藏家的割愛，其餘都是商請歐美著名作家為本館而創作的。,室內
